,Avg sleep time,Avg study time,Avg video game time,BMI,In a relationship,Family financial status,GPA,Laptop brand,TOEIC grade,IQ,Grade
4056,7,4,8,30.0,Yes,average,1.8,Leveno,595,141,60-
4057,6,3,2,24.0,No,low,3.4000000000000004,Leveno,325,113,60~80
4058,5,4,2,26.0,No,average,2.2,Leveno,415,121,60-
4059,6,12,5,25.0,No,average,1.8,HP,725,123,80+
4060,6,3,6,31.0,No,average,3.8000000000000003,Leveno,575,118,80+
4061,6,5,10,22.0,Yes,high,2.7,HP,105,104,60-
4062,8,3,7,21.0,Yes,average,2.3000000000000003,Leveno,480,116,60-
4063,9,5,3,29.0,Yes,average,2.7,Dell,990,111,60~80
4064,5,12,2,27.0,Yes,high,3.9000000000000004,Acer,380,112,80+
4065,11,3,1,31.0,No,average,2.2,Asus,555,119,60-
4066,7,2,2,28.0,Yes,high,3.7,HP,555,126,80+
4067,8,3,0,32.0,Yes,average,3.5,HP,630,118,60~80
4068,9,4,4,26.0,No,average,3.1,Leveno,290,142,60-
4069,5,3,7,22.0,Yes,low,3.9000000000000004,Apple,440,150,80+
4070,8,6,10,31.0,Yes,high,4.3,Apple,390,134,80+
4071,7,3,3,31.0,Yes,average,2.0,Apple,765,103,60~80
4072,4,2,2,20.0,No,low,3.6,Acer,860,132,60~80
4073,5,3,0,27.0,Yes,average,3.3000000000000003,Apple,410,139,60~80
4074,7,4,0,31.0,Yes,high,3.7,Apple,380,142,80+
4075,10,4,0,33.0,No,high,4.3,HP,270,135,80+
4076,9,5,2,25.0,No,average,1.9000000000000001,Dell,875,126,60-
4077,5,5,5,33.0,No,low,4.1000000000000005,HP,345,106,80+
4078,6,2,1,26.0,No,high,3.6,Dell,470,142,60~80
4079,6,2,3,35.0,No,high,2.9000000000000004,Acer,820,101,60~80
4080,7,2,1,28.0,Yes,high,2.8000000000000003,Dell,130,124,60-
4081,10,3,6,22.0,Yes,low,1.9000000000000001,Asus,70,120,60-
4082,6,2,2,23.0,No,high,2.3000000000000003,HP,535,136,60~80
4083,9,2,8,32.0,No,average,2.9000000000000004,HP,190,123,60-
4084,7,5,5,35.0,Yes,low,3.7,Acer,665,103,80+
4085,6,3,7,30.0,No,low,2.9000000000000004,Asus,515,107,60-
4086,7,5,12,32.0,Yes,high,4.2,Leveno,515,108,80+
4087,8,12,6,35.0,No,low,3.0,Acer,645,115,60-
4088,7,4,0,35.0,Yes,average,3.2,HP,460,150,80+
4089,4,6,2,26.0,No,high,4.0,Dell,860,120,80+
4090,8,5,12,21.0,Yes,low,2.0,Asus,235,102,60-
4091,5,3,2,34.0,Yes,high,2.0,Asus,675,116,60~80
4092,4,6,2,24.0,Yes,average,3.7,Dell,30,105,80+
4093,7,6,0,32.0,No,high,1.9000000000000001,Acer,535,115,60-
4094,6,8,6,24.0,Yes,high,3.6,HP,340,103,60-
4095,8,3,13,21.0,Yes,high,3.0,Asus,655,129,60-
4096,7,4,1,24.0,No,average,3.5,Dell,305,168,80+
4097,5,8,7,30.0,Yes,high,3.3000000000000003,Asus,0,174,80+
4098,4,3,0,24.0,Yes,low,4.0,Acer,195,136,80+
4099,6,3,1,33.0,No,high,1.8,HP,720,144,60-
4100,9,4,1,20.0,Yes,average,4.1000000000000005,HP,360,144,80+
4101,6,9,2,25.0,Yes,high,2.2,Apple,75,146,80+
4102,8,3,2,24.0,No,low,3.3000000000000003,Acer,325,100,60-
4103,5,5,10,31.0,Yes,low,4.1000000000000005,Acer,455,140,80+
4104,5,8,3,21.0,No,low,2.4000000000000004,Dell,475,149,80+
4105,4,3,2,25.0,Yes,average,4.1000000000000005,HP,245,117,80+
4106,7,2,0,27.0,Yes,high,1.9000000000000001,Leveno,990,147,60~80
4107,6,5,0,29.0,Yes,average,2.7,HP,990,107,60~80
4108,6,4,13,31.0,No,high,3.3000000000000003,Dell,0,125,60-
4109,5,5,5,29.0,Yes,low,3.8000000000000003,HP,550,141,80+
4110,6,3,7,19.0,Yes,high,2.3000000000000003,Asus,565,134,60-
4111,6,4,0,27.0,No,average,2.9000000000000004,Asus,535,108,60~80
4112,9,8,0,25.0,Yes,average,2.0,HP,880,137,80+
4113,6,5,5,32.0,No,average,3.4000000000000004,HP,920,116,60~80
4114,7,4,0,25.0,Yes,low,3.1,Apple,920,111,60~80
4115,7,7,0,24.0,Yes,low,4.0,Leveno,620,143,80+
4116,8,4,2,22.0,Yes,average,2.3000000000000003,Asus,700,143,80+
4117,10,3,1,22.0,Yes,low,3.7,Apple,415,118,80+
4118,8,7,13,21.0,No,high,1.8,Leveno,500,112,80+
4119,7,6,0,27.0,Yes,low,1.9000000000000001,Acer,330,148,60~80
4120,7,4,1,29.0,Yes,low,1.9000000000000001,Apple,125,122,60-
4121,9,5,6,33.0,No,average,3.9000000000000004,Acer,670,125,80+
4122,10,7,4,34.0,Yes,average,3.1,HP,220,139,60-
4123,7,5,2,27.0,No,low,4.1000000000000005,Apple,580,113,80+
4124,3,6,9,21.0,Yes,average,3.5,Asus,465,118,60-
4125,8,2,3,20.0,No,high,2.6,Acer,680,135,60-
4126,4,6,12,28.0,No,low,3.7,Asus,440,130,80+
4127,6,6,2,25.0,No,low,2.2,Dell,600,122,60~80
4128,3,3,8,20.0,Yes,low,2.5,Dell,475,118,60-
4129,7,6,0,22.0,Yes,high,4.2,Asus,585,146,80+
4130,5,4,4,24.0,No,low,2.2,Asus,955,101,60~80
4131,9,7,3,21.0,Yes,average,2.4000000000000004,Dell,500,147,60~80
4132,6,2,0,30.0,No,average,2.3000000000000003,Apple,0,137,80+
4133,7,2,12,23.0,No,high,2.7,Dell,140,148,60-
4134,6,8,7,34.0,No,average,2.5,Apple,585,131,80+
4135,5,6,0,29.0,No,high,3.6,Apple,600,102,80+
4136,6,7,2,33.0,No,high,3.8000000000000003,Dell,595,127,80+
4137,7,7,9,25.0,Yes,average,3.6,HP,0,105,60-
4138,9,6,1,28.0,Yes,average,2.9000000000000004,Dell,140,135,60-
4139,11,4,3,34.0,Yes,low,4.2,Acer,25,131,80+
4140,3,5,0,25.0,No,high,3.9000000000000004,Acer,350,125,80+
4141,7,3,0,19.0,No,average,1.8,Leveno,405,112,80+
4142,9,10,2,27.0,No,low,3.1,Leveno,200,128,60~80
4143,5,2,0,21.0,Yes,low,2.1,HP,990,132,60~80
4144,7,8,1,31.0,No,low,1.8,Acer,585,101,60~80
4145,7,4,5,20.0,Yes,low,2.5,Apple,350,100,60-
4146,6,3,0,22.0,No,high,3.7,Apple,135,101,80+
4147,4,3,2,31.0,Yes,average,4.2,HP,75,109,80+
4148,8,12,1,34.0,Yes,high,4.3,Asus,0,118,80+
4149,10,2,0,20.0,No,high,3.6,Dell,65,130,80+
4150,7,4,7,31.0,Yes,average,3.4000000000000004,Acer,305,126,60-
4151,6,3,10,20.0,Yes,low,2.2,Apple,920,127,60~80
4152,7,5,7,30.0,No,low,3.0,Dell,765,130,60~80
4153,7,2,3,28.0,Yes,average,4.0,Asus,755,130,80+
4154,8,2,11,30.0,No,high,3.0,Dell,855,128,60-
4155,5,7,1,33.0,Yes,low,3.4000000000000004,Leveno,500,105,60-
4156,5,3,4,19.0,Yes,low,1.8,Asus,680,127,60-
4157,10,1,8,35.0,Yes,low,3.6,Acer,690,116,60-
4158,7,5,13,30.0,No,average,3.3000000000000003,Asus,465,142,60-
4159,5,3,2,26.0,Yes,average,2.3000000000000003,HP,455,146,80+
4160,9,7,3,20.0,No,low,2.7,Asus,445,104,80+
4161,7,4,13,22.0,No,high,2.6,Asus,915,120,60-
4162,6,4,6,30.0,No,high,2.3000000000000003,Dell,740,126,60-
4163,8,5,2,28.0,No,low,4.3,Asus,485,113,80+
4164,7,6,2,32.0,No,high,3.6,Leveno,285,117,80+
4165,7,6,0,29.0,Yes,high,4.2,Acer,865,149,80+
4166,5,4,9,35.0,No,low,2.6,HP,400,147,60-
4167,7,4,1,23.0,No,average,3.6,Leveno,880,145,60~80
4168,6,2,5,30.0,Yes,average,1.8,Asus,990,129,60~80
4169,9,3,8,32.0,Yes,high,2.5,Leveno,465,141,60-
4170,6,8,3,29.0,No,average,4.1000000000000005,HP,635,149,80+
4171,8,4,3,25.0,No,high,3.7,Asus,535,141,80+
4172,3,7,1,29.0,Yes,low,2.4000000000000004,Asus,635,123,80+
4173,7,5,12,24.0,Yes,average,3.5,HP,780,105,60-
4174,10,5,13,26.0,Yes,high,1.9000000000000001,Apple,420,145,80+
4175,6,3,9,20.0,Yes,high,2.9000000000000004,Apple,785,109,80+
4176,12,2,2,27.0,Yes,low,2.9000000000000004,Dell,0,167,80+
4177,5,3,0,28.0,No,average,1.8,HP,130,129,80+
4178,6,4,2,33.0,No,low,3.8000000000000003,Leveno,205,106,80+
4179,7,2,9,22.0,Yes,average,3.4000000000000004,Acer,140,126,60-
4180,7,3,9,35.0,No,average,2.0,Acer,630,119,60-
4181,6,3,2,19.0,No,average,4.1000000000000005,Asus,750,110,80+
4182,6,6,5,30.0,No,average,1.8,Dell,490,136,80+
4183,7,3,13,24.0,Yes,low,4.1000000000000005,HP,225,147,80+
4184,7,4,0,23.0,No,high,2.7,Acer,720,100,60~80
4185,7,3,11,26.0,Yes,average,2.3000000000000003,Dell,440,101,60-
4186,5,3,9,25.0,No,high,2.6,Asus,445,167,80+
4187,5,8,10,31.0,No,low,2.0,Apple,600,136,80+
4188,6,5,7,26.0,Yes,high,3.1,Acer,665,134,60-
4189,4,5,2,20.0,No,low,2.8000000000000003,Dell,325,135,60-
4190,6,2,0,33.0,Yes,high,2.7,Leveno,435,124,80+
4191,6,5,3,34.0,Yes,low,1.9000000000000001,Asus,470,142,60~80
4192,5,5,2,34.0,No,low,1.9000000000000001,Asus,680,138,60~80
4193,8,7,6,23.0,No,low,2.5,Leveno,460,106,80+
4194,7,9,9,21.0,Yes,high,2.6,Leveno,155,136,60-
4195,7,5,13,30.0,Yes,low,3.1,Apple,390,138,60-
4196,8,3,0,24.0,No,low,2.1,Leveno,445,144,60~80
4197,7,2,3,32.0,No,low,2.4000000000000004,Asus,510,144,60-
4198,7,4,2,21.0,Yes,average,2.0,Asus,210,131,80+
4199,9,3,8,20.0,No,average,3.4000000000000004,Apple,230,137,60-
4200,9,4,3,34.0,Yes,average,2.0,HP,220,117,60-
4201,4,4,6,33.0,Yes,high,3.6,Dell,465,104,60-
4202,6,3,5,23.0,Yes,high,3.2,Dell,660,138,60-
4203,7,4,0,30.0,No,high,2.6,Apple,525,116,80+
4204,6,3,0,23.0,Yes,high,3.7,Leveno,675,146,80+
4205,7,2,0,28.0,Yes,low,2.4000000000000004,HP,265,112,60-
4206,5,5,2,33.0,No,high,3.8000000000000003,HP,510,156,80+
4207,6,11,3,27.0,No,low,1.8,Leveno,970,108,80+
4208,9,7,2,29.0,Yes,low,1.8,Leveno,415,147,80+
4209,7,3,0,28.0,Yes,high,1.9000000000000001,Leveno,435,110,80+
4210,7,5,0,34.0,No,average,2.3000000000000003,HP,185,101,60~80
4211,8,6,0,19.0,No,high,3.1,Dell,100,105,80+
4212,4,4,3,29.0,Yes,low,3.3000000000000003,Acer,575,132,60-
4213,6,8,6,19.0,Yes,high,2.3000000000000003,Asus,725,127,60-
4214,7,3,9,21.0,No,average,3.1,Leveno,895,108,60-
4215,6,4,2,27.0,Yes,high,3.5,Acer,990,124,60~80
4216,9,5,3,30.0,Yes,average,2.9000000000000004,HP,360,121,60-
4217,7,5,1,22.0,Yes,low,4.1000000000000005,HP,285,141,80+
4218,8,6,2,21.0,No,low,3.7,Leveno,915,122,80+
4219,5,8,1,28.0,No,average,2.4000000000000004,Dell,420,148,60-
4220,6,2,1,30.0,No,low,2.4000000000000004,Leveno,325,106,80+
4221,8,5,1,22.0,Yes,average,3.9000000000000004,HP,325,128,80+
4222,6,4,3,25.0,No,high,2.2,Asus,605,145,60~80
4223,9,3,2,25.0,No,low,2.6,Acer,15,100,80+
4224,6,8,0,26.0,No,high,2.4000000000000004,HP,365,125,60~80
4225,8,3,0,25.0,No,average,3.4000000000000004,HP,230,136,60-
4226,5,3,1,24.0,No,average,2.8000000000000003,Asus,380,144,60~80
4227,8,5,4,30.0,No,low,2.7,Acer,255,102,60-
4228,7,3,1,33.0,No,low,3.2,Leveno,0,134,60~80
4229,9,2,1,35.0,Yes,low,2.9000000000000004,HP,655,102,60~80
4230,5,9,3,19.0,Yes,average,3.4000000000000004,Leveno,0,132,60~80
4231,6,13,2,30.0,Yes,low,4.3,HP,260,111,80+
4232,3,2,4,26.0,No,low,3.6,HP,850,124,60~80
4233,4,7,2,30.0,Yes,low,2.4000000000000004,Asus,990,105,60~80
4234,8,10,2,33.0,Yes,low,3.8000000000000003,Leveno,340,121,80+
4235,12,3,6,25.0,Yes,high,4.2,Asus,410,110,80+
4236,6,3,9,24.0,Yes,low,3.0,Acer,770,133,60-
4237,8,6,12,31.0,Yes,high,3.9000000000000004,Acer,190,133,80+
4238,7,8,0,31.0,No,high,3.2,Acer,45,144,60-
4239,7,6,12,30.0,No,low,3.1,Apple,630,103,80+
4240,6,4,7,19.0,Yes,average,2.2,Asus,880,114,60~80
4241,7,4,7,23.0,Yes,high,3.5,Acer,345,143,60-
4242,4,4,0,23.0,No,low,3.4000000000000004,HP,690,102,80+
4243,6,8,3,28.0,No,average,3.9000000000000004,HP,395,136,80+
4244,7,5,4,19.0,Yes,low,2.3000000000000003,Dell,675,149,60~80
4245,6,4,7,35.0,Yes,low,1.9000000000000001,Dell,390,108,60-
4246,7,6,2,32.0,Yes,high,2.0,Acer,940,101,80+
4247,4,0,2,27.0,Yes,low,3.4000000000000004,HP,455,130,60-
4248,8,3,9,28.0,Yes,average,3.1,Asus,400,103,60-
4249,5,1,1,24.0,No,low,3.0,HP,730,146,80+
4250,12,5,8,34.0,No,high,1.9000000000000001,Dell,760,146,80+
4251,7,3,0,25.0,Yes,high,3.6,Acer,310,123,60~80
4252,6,2,0,26.0,No,low,3.4000000000000004,Dell,565,144,60~80
4253,8,3,0,27.0,Yes,low,3.2,Apple,435,122,60~80
4254,3,3,12,27.0,No,average,2.7,Acer,555,130,60-
4255,6,13,0,27.0,Yes,high,2.9000000000000004,Asus,560,110,60-
4256,4,6,1,26.0,Yes,high,4.2,Apple,435,145,80+
4257,10,3,7,19.0,No,high,3.9000000000000004,Leveno,505,103,80+
4258,5,10,0,35.0,Yes,low,2.8000000000000003,HP,165,104,80+
4259,5,5,1,32.0,Yes,high,1.9000000000000001,Dell,670,147,60-
4260,8,3,9,28.0,No,low,2.8000000000000003,Acer,515,130,60-
4261,8,3,2,33.0,No,average,2.0,Acer,390,116,80+
4262,8,5,1,25.0,Yes,high,4.3,Dell,495,140,80+
4263,11,6,0,23.0,No,average,1.9000000000000001,Apple,140,100,80+
4264,10,11,8,35.0,Yes,low,4.3,Acer,205,109,80+
4265,5,8,12,25.0,Yes,average,4.0,Dell,545,105,80+
4266,6,3,2,31.0,Yes,average,4.1000000000000005,Acer,695,160,80+
4267,10,3,2,24.0,No,low,3.7,Asus,395,120,80+
4268,8,2,2,27.0,Yes,low,3.2,Apple,990,103,60-
4269,5,7,0,24.0,No,low,1.8,HP,100,149,80+
4270,5,7,6,24.0,No,low,3.0,Acer,210,142,60-
4271,7,2,2,23.0,No,high,1.8,Dell,310,111,80+
4272,7,6,1,24.0,No,average,2.1,Dell,615,123,60~80
4273,5,3,3,28.0,Yes,average,2.5,Acer,665,145,60~80
4274,10,4,9,27.0,No,average,3.4000000000000004,Dell,610,143,60-
4275,9,3,0,27.0,No,average,2.5,HP,465,105,60-
4276,6,1,9,24.0,Yes,low,2.0,Leveno,805,130,60~80
4277,7,4,7,29.0,Yes,average,3.9000000000000004,HP,610,121,80+
4278,8,4,1,31.0,No,average,3.8000000000000003,Leveno,620,117,80+
4279,7,2,9,23.0,Yes,low,3.2,Acer,430,175,80+
4280,6,4,1,23.0,No,high,2.7,HP,115,139,80+
4281,5,3,2,32.0,No,low,4.3,Acer,445,131,80+
4282,9,4,12,25.0,Yes,average,4.1000000000000005,Dell,660,106,80+
4283,7,13,0,22.0,Yes,high,2.6,Leveno,190,144,60-
4284,7,2,1,33.0,No,low,4.1000000000000005,HP,700,149,80+
4285,9,6,11,22.0,No,high,3.0,Leveno,715,118,80+
4286,8,4,0,26.0,No,low,4.0,HP,460,122,80+
4287,5,3,7,31.0,No,average,1.8,Apple,410,147,60-
4288,4,3,0,29.0,No,low,1.9000000000000001,Acer,180,107,60-
4289,6,3,4,26.0,Yes,high,2.2,HP,525,108,80+
4290,7,8,8,23.0,Yes,low,3.3000000000000003,Leveno,620,124,60-
4291,6,7,2,29.0,Yes,low,4.1000000000000005,Acer,335,116,80+
4292,7,3,13,27.0,Yes,high,2.9000000000000004,Asus,250,139,60-
4293,7,3,3,25.0,Yes,average,2.8000000000000003,HP,585,140,60-
4294,9,6,0,26.0,Yes,low,1.8,Asus,785,145,80+
4295,7,4,7,19.0,Yes,low,2.0,Acer,555,141,60-
4296,12,2,6,32.0,No,low,3.5,HP,430,136,60-
4297,6,4,0,34.0,No,average,1.9000000000000001,HP,930,137,60~80
4298,7,6,3,23.0,No,low,3.7,Apple,360,142,80+
4299,7,3,1,28.0,Yes,high,4.1000000000000005,Leveno,695,131,80+
4300,8,2,1,21.0,No,high,3.0,Leveno,705,106,60~80
4301,7,5,10,19.0,Yes,low,3.0,HP,840,126,60-
4302,5,2,12,29.0,Yes,low,2.8000000000000003,Acer,600,104,60-
4303,7,6,10,31.0,Yes,low,2.8000000000000003,Acer,380,148,60-
4304,7,6,2,25.0,No,low,2.6,Apple,0,158,80+
4305,9,8,9,28.0,No,low,3.1,HP,605,142,60~80
4306,7,6,2,29.0,Yes,average,1.9000000000000001,Leveno,990,137,80+
4307,9,3,2,19.0,Yes,low,2.5,Asus,715,109,60~80
4308,7,14,2,24.0,Yes,high,3.4000000000000004,Asus,875,141,80+
4309,8,4,5,31.0,Yes,low,4.1000000000000005,Dell,420,147,80+
4310,6,3,9,30.0,No,high,2.3000000000000003,Acer,725,142,60-
4311,7,12,0,28.0,No,high,3.6,Asus,360,120,60~80
4312,5,3,10,30.0,No,average,2.7,Apple,635,135,60-
4313,6,5,12,31.0,Yes,average,3.0,Apple,325,111,60-
4314,6,2,0,21.0,No,high,3.3000000000000003,Apple,515,128,80+
4315,10,7,2,33.0,No,high,4.0,Asus,530,112,80+
4316,6,4,3,32.0,Yes,low,4.3,Asus,655,141,80+
4317,6,4,2,29.0,No,high,2.0,Acer,315,113,60-
4318,7,6,5,29.0,Yes,low,3.8000000000000003,Acer,975,110,80+
4319,9,6,0,32.0,No,high,3.4000000000000004,Dell,495,109,60-
4320,6,3,11,29.0,No,high,2.4000000000000004,HP,165,111,60-
4321,6,4,6,29.0,No,high,4.1000000000000005,HP,105,121,80+
4322,11,7,12,32.0,Yes,low,3.2,Acer,285,143,60-
4323,10,5,2,22.0,No,average,3.2,Dell,370,101,80+
4324,7,6,9,29.0,No,average,2.0,Leveno,350,115,80+
4325,7,10,4,24.0,No,high,2.0,HP,410,135,80+
4326,7,3,2,19.0,Yes,average,4.3,Dell,440,140,80+
4327,7,5,0,30.0,No,low,2.0,Leveno,435,148,60~80
4328,7,3,10,27.0,Yes,low,2.5,Dell,625,109,60-
4329,8,9,2,32.0,Yes,low,3.0,Apple,200,100,60-
4330,7,3,2,27.0,Yes,high,3.5,Asus,550,134,80+
4331,9,3,0,29.0,Yes,low,3.0,HP,565,141,60-
4332,7,3,9,33.0,No,low,1.8,Acer,525,129,60-
4333,7,5,7,19.0,No,low,3.8000000000000003,Dell,705,120,80+
4334,6,6,0,19.0,No,average,1.8,Acer,595,113,80+
4335,9,14,1,35.0,Yes,low,2.6,Asus,825,125,60~80
4336,7,7,7,21.0,Yes,high,4.0,Asus,550,148,80+
4337,7,7,2,32.0,Yes,high,4.1000000000000005,HP,870,111,80+
4338,7,14,7,26.0,No,high,3.6,Leveno,20,128,60~80
4339,10,3,0,28.0,Yes,high,2.5,Leveno,880,107,80+
4340,6,3,2,30.0,No,high,1.8,Acer,420,135,80+
4341,5,12,1,21.0,Yes,low,4.2,Dell,545,114,80+
4342,5,3,1,35.0,No,average,3.8000000000000003,Apple,320,134,80+
4343,6,6,1,35.0,No,low,2.9000000000000004,Acer,420,126,80+
4344,9,7,6,30.0,No,average,2.2,Leveno,715,112,60-
4345,6,3,6,20.0,Yes,low,2.3000000000000003,Apple,280,141,60-
4346,8,2,4,27.0,Yes,low,1.9000000000000001,Apple,305,127,80+
4347,7,5,10,22.0,No,low,3.2,HP,400,125,60-
4348,7,4,2,28.0,Yes,average,3.5,HP,280,139,60~80
4349,9,3,1,29.0,Yes,high,2.8000000000000003,Leveno,410,117,60-
4350,9,4,0,28.0,Yes,low,3.3000000000000003,HP,990,108,80+
4351,7,6,13,33.0,Yes,high,3.9000000000000004,Dell,250,102,80+
4352,7,6,1,19.0,No,high,2.7,HP,990,138,60-
4353,9,3,3,34.0,No,low,3.8000000000000003,HP,315,104,80+
4354,6,4,8,31.0,No,high,3.3000000000000003,HP,0,143,60-
4355,10,9,3,20.0,No,average,2.0,Acer,475,113,80+
4356,8,11,4,22.0,Yes,high,3.4000000000000004,HP,580,125,80+
4357,3,4,11,25.0,Yes,high,3.6,Dell,610,166,80+
4358,8,4,4,23.0,Yes,average,3.7,HP,445,117,80+
4359,5,6,1,35.0,No,high,4.2,Leveno,500,122,80+
4360,7,3,2,33.0,No,low,1.9000000000000001,Leveno,665,117,60~80
4361,7,3,1,34.0,No,high,2.3000000000000003,HP,510,138,80+
4362,7,9,13,29.0,Yes,high,3.8000000000000003,Dell,605,106,80+
4363,5,4,10,30.0,No,low,3.3000000000000003,Leveno,225,125,60-
4364,6,4,0,26.0,No,low,3.4000000000000004,Dell,695,145,60-
4365,4,8,6,20.0,Yes,average,3.7,Leveno,365,125,80+
4366,12,3,8,22.0,Yes,high,2.5,Acer,295,108,60-
4367,7,5,12,19.0,Yes,low,3.0,Apple,250,114,60-
4368,6,4,10,34.0,Yes,average,3.6,Dell,435,128,60-
4369,6,3,1,30.0,Yes,low,2.4000000000000004,Acer,990,136,60~80
4370,12,4,2,32.0,No,low,2.9000000000000004,Asus,425,122,60-
4371,6,4,6,20.0,No,high,3.0,Leveno,395,157,80+
4372,9,4,2,34.0,Yes,average,2.5,Leveno,705,118,60~80
4373,6,8,4,28.0,No,high,4.1000000000000005,Asus,610,118,80+
4374,6,3,1,30.0,No,average,1.9000000000000001,Apple,585,119,60~80
4375,8,3,11,30.0,Yes,high,3.5,Dell,960,128,60-
4376,8,6,5,28.0,Yes,low,3.0,Apple,455,104,60-
4377,7,5,13,24.0,No,average,3.8000000000000003,Acer,100,116,80+
4378,10,5,2,20.0,Yes,high,3.8000000000000003,Apple,965,115,80+
4379,6,3,12,31.0,Yes,low,3.4000000000000004,HP,520,126,60-
4380,7,3,1,20.0,No,average,2.0,Acer,390,130,60-
4381,8,5,5,21.0,Yes,high,4.2,HP,440,109,80+
4382,4,6,0,21.0,Yes,average,4.1000000000000005,Apple,525,107,80+
4383,7,7,11,21.0,Yes,average,2.0,Apple,265,135,60-
4384,7,4,0,31.0,Yes,low,3.6,Apple,470,123,60~80
4385,7,7,0,28.0,No,high,2.8000000000000003,Dell,550,103,60-
4386,6,8,1,24.0,No,high,4.0,Acer,320,118,80+
4387,8,13,0,24.0,No,average,4.3,Dell,420,132,80+
4388,8,3,3,31.0,Yes,high,2.4000000000000004,Leveno,215,139,60-
4389,7,4,12,25.0,Yes,low,4.1000000000000005,HP,385,100,80+
4390,6,14,1,23.0,No,low,2.3000000000000003,HP,975,124,60-
4391,6,8,7,21.0,No,average,1.8,Dell,940,127,80+
4392,7,4,2,20.0,Yes,average,2.4000000000000004,Asus,895,127,80+
4393,6,7,12,24.0,Yes,average,4.2,Asus,400,142,80+
4394,7,3,1,28.0,No,low,3.5,Apple,345,109,60~80
4395,8,13,10,29.0,No,average,2.7,Leveno,445,147,60-
4396,6,4,6,27.0,No,low,4.1000000000000005,Apple,430,116,80+
4397,5,3,3,24.0,Yes,average,3.5,HP,345,119,60-
4398,7,5,3,30.0,Yes,average,2.8000000000000003,Dell,535,141,60~80
4399,9,2,0,27.0,Yes,low,1.9000000000000001,Asus,565,110,80+
4400,5,8,2,21.0,No,high,4.2,Leveno,530,106,80+
4401,8,2,0,26.0,No,average,2.9000000000000004,Acer,135,116,80+
4402,6,5,4,24.0,Yes,high,2.6,Apple,495,101,80+
4403,8,3,7,27.0,Yes,average,3.0,Dell,450,131,60-
4404,5,6,2,21.0,No,low,2.2,Dell,545,113,60-
4405,7,3,0,30.0,No,low,3.2,Dell,220,142,60~80
4406,7,7,6,35.0,Yes,low,3.9000000000000004,Dell,775,138,80+
4407,9,5,9,19.0,Yes,high,3.1,Dell,165,135,60-
4408,7,3,2,27.0,Yes,high,2.0,Apple,370,139,80+
4409,10,5,2,28.0,Yes,high,2.3000000000000003,Acer,445,114,60~80
4410,6,3,12,23.0,Yes,high,4.3,Leveno,400,108,80+
4411,10,3,6,25.0,Yes,low,3.2,Leveno,240,148,60-
4412,5,2,2,25.0,No,average,4.1000000000000005,Acer,500,111,80+
4413,7,2,1,35.0,Yes,average,1.8,Leveno,300,149,80+
4414,8,3,9,26.0,No,average,2.3000000000000003,Acer,610,144,60-
4415,9,2,5,29.0,Yes,high,1.9000000000000001,Acer,470,124,60-
4416,6,4,1,29.0,Yes,average,3.9000000000000004,Apple,425,120,80+
4417,10,3,2,32.0,Yes,average,3.2,Apple,285,134,60-
4418,6,7,3,33.0,Yes,average,4.0,HP,785,133,80+
4419,6,6,0,30.0,Yes,low,2.3000000000000003,Dell,785,125,60-
4420,10,5,0,28.0,Yes,low,2.4000000000000004,Dell,355,101,60-
4421,7,3,3,25.0,No,low,2.7,Apple,730,101,60-
4422,9,4,5,25.0,No,average,3.2,Asus,695,125,60-
4423,4,6,0,25.0,Yes,low,2.7,Asus,575,140,80+
4424,7,4,2,29.0,Yes,high,3.3000000000000003,Acer,460,143,60-
4425,7,5,2,31.0,No,high,4.2,Dell,785,148,80+
4426,8,4,12,21.0,Yes,average,4.2,HP,775,121,80+
4427,8,8,2,24.0,Yes,high,2.5,Acer,665,124,80+
4428,5,5,2,35.0,No,low,2.4000000000000004,Apple,420,105,60-
4429,7,4,2,20.0,No,low,3.1,Apple,615,114,60~80
4430,10,7,11,21.0,Yes,high,3.6,HP,440,148,60-
4431,8,2,6,31.0,Yes,high,2.4000000000000004,Asus,0,130,60-
4432,7,5,2,27.0,No,average,3.1,Acer,255,128,60~80
4433,8,6,12,25.0,No,low,3.7,HP,340,144,80+
4434,7,5,3,27.0,No,high,2.2,HP,125,146,60~80
4435,5,1,4,26.0,Yes,high,3.4000000000000004,Acer,285,147,60-
4436,6,3,0,28.0,No,average,3.7,Dell,255,113,80+
4437,7,7,5,23.0,Yes,average,3.6,Dell,155,103,60-
4438,8,8,0,34.0,No,low,4.3,Leveno,700,112,80+
4439,7,4,0,24.0,Yes,high,3.0,Acer,500,148,80+
4440,8,5,2,31.0,No,average,3.9000000000000004,HP,330,149,80+
4441,8,3,7,23.0,Yes,low,3.1,Apple,795,113,60-
4442,9,2,0,27.0,Yes,high,2.8000000000000003,HP,150,127,60-
4443,7,6,13,19.0,Yes,average,2.3000000000000003,Apple,320,141,60-
4444,8,3,2,23.0,No,average,3.0,HP,660,108,60-
4445,6,4,2,25.0,No,high,2.8000000000000003,HP,735,127,60-
4446,6,6,3,29.0,No,high,3.5,HP,500,104,80+
4447,5,4,0,19.0,No,average,3.9000000000000004,Apple,890,119,80+
4448,6,8,0,22.0,Yes,average,2.3000000000000003,Acer,755,125,60-
4449,4,3,6,30.0,No,low,1.8,Asus,305,123,60-
4450,7,4,1,24.0,No,low,3.8000000000000003,Asus,990,128,80+
